name,matched_airport_name,matched_city,matched_country,iata,lat,lon,match_method,role
INNSBRUCK,Innsbruck Airport,Innsbruck,AT,INN,47.2602,11.344,city_match_single,destination
INVERNESS,Inverness Airport,Inverness,GB,INV,57.5425,-4.0475,city_match_single,destination
IRELAND WEST(KNOCK),Ireland West Knock Airport,Charleston,IE,NOC,53.9103,-8.81849,fuzzy(0.62),destination
ISLAMABAD INTERNATIONAL AIRPORT,Islamabad International Airport,Islamabad,PK,ISB,33.54908,72.82565,city_match_single,destination
ISLE OF MAN,Isle of Man Airport,Castletown,IM,IOM,54.0833,-4.62389,fuzzy(0.57),destination
ISTANBUL,Istanbul Airport,Istanbul,TR,IST,41.2753,28.7519,manual_correction,destination
ISTANBUL (SABIHA GOKCEN),Sabiha Gokcen International Airport,Istanbul,TR,SAW,40.8986,29.3092,city_multi_qualifier(0.84),destination
ISTANBUL ATATURK,Ataturk International Airport,Istanbul,TR,ISL,40.9769,28.8146,city_multi_noqualifier_guess,destination
IVALO,Ivalo Airport,Ivalo,FI,IVL,68.6073,27.4053,city_match_single,destination
IZMIR (ADNAN MENDERES),Adnan Menderes International Airport,Izmir,TR,ADB,38.2924,27.157,city_multi_qualifier(0.86),destination
JAIPUR,Jaipur International Airport,Jaipur,IN,JAI,26.8242,75.8122,city_match_single,destination
JEDDAH,King Abdulaziz International Airport,Jeddah,SA,JED,21.6796,39.1565,city_match_single,destination
JERBA,Djerba-Zarzis International Airport,Djerba,TN,DJE,33.8752,10.7755,manual_override,destination
JEREZ,Jerez Airport,Jerez de la Forntera,ES,XRY,36.7446,-6.06011,city_match_single,destination
JERSEY,Jersey Airport,Jersey,JE,JER,49.2079,-2.1954,manual_override,destination
JOHAN ADOLF PENGEL,Johan Adolf Pengel International Airport,Zandery,SR,PBM,5.45283,-55.1878,fuzzy(0.52),destination
JOHANNESBURG,O. R. Tambo International Airport,Johannesburg,ZA,JNB,-26.13367,28.24233,city_multi_noqualifier_guess,destination
JORGE CHAVEZ INTERNATIONAL,Jorge Chavez International Airport,Lima,PE,LIM,-12.0219,-77.1143,fuzzy(0.68),destination
KALAMATA,Kalamata Airport,Kalamata,GR,KLX,37.0683,22.0255,city_match_single,destination
KARLOVY VARY,Karlovy Vary International Airport,Karlovy Vary,CZ,KLV,50.203,12.915,city_match_single,destination
KARLSRUHE/BADEN BADEN,Karlsruhe Baden-Baden Airport,Baden-Baden,DE,FKB,48.7794,8.0805,city_match_single,destination
KATHMANDU,Tribhuvan International Airport,Kathmandu,NP,KTM,27.6966,85.3591,city_match_single,destination
KATOWICE,Katowice International Airport,Katowice,PL,KTW,50.4743,19.08,city_match_single,destination
KAUNAS,Kaunas International Airport,Kaunas,LT,KUN,54.9639,24.0848,city_match_single,destination
KAVALA,Alexander the Great International Airport,Kavala,GR,KVA,40.9133,24.6192,city_match_single,destination
KAYSERI  ERKILET,Kayseri Erkilet Airport,Kayseri,TR,ASR,38.7704,35.4954,city_match_single,destination
KEFALLINIA,Kefallinia Airport,Kefallinia Island,GR,EFL,38.1201,20.5005,city_match_single,destination
KEFLAVIK,Keflavik International Airport,Reykjavik,IS,KEF,63.985,-22.6056,manual_override,destination
KERRY COUNTY,Kerry Airport,Farranfore,IE,KIR,52.1809,-9.5238,manual_override,destination
KHARTOUM,Khartoum International Airport,Khartoum,SD,KRT,15.59033,32.553,city_match_single,destination
KIEV (BORISPOL),Boryspil International Airport,Kyiv,UA,KBP,50.345,30.8947,manual_override,destination
KIEV (ZHULYANY),Kyiv Zhuliany International Airport,Kyiv,UA,IEV,50.4019,30.4519,manual_override,destination
KIGALI,Kigali International Airport,Kigali,RW,KGL,-1.96863,30.1395,city_match_single,destination
KINGSTON,Norman Manley International Airport,Kingston,JM,KIN,17.9357,-76.7875,city_multi_noqualifier_guess,destination
KIRKWALL,Kirkwall Airport,Kirkwall,GB,KOI,58.9578,-2.9,manual_override,destination
KITTILA,Kittila Airport,Kittila,FI,KTT,67.701,24.8468,city_match_single,destination
KLAGENFURT,Klagenfurt Airport,Klagenfurt am Worthersee,AT,KLU,46.6425,14.3377,city_match_single,destination
KOLKATA,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,CCU,22.6547,88.4467,city_match_single,destination
KOS,Kos Airport,Kos Island,GR,KGS,36.7933,27.0917,city_match_single,destination
KOSICE,Kosice Airport,Kosice,SK,KSC,48.6631,21.2411,city_match_single,destination
KRAKOW,Krakow John Paul II International Airport,Krakow,PL,KRK,50.0777,19.7848,manual_override,destination
KRISTIANSAND (KJEVIK),Kristiansand Airport,Kjevik,NO,KRS,58.2042,8.08537,fuzzy(0.64),destination
KUALA LUMPUR (SEPANG),Kuala Lumpur International Airport,Kuala Lumpur,MY,KUL,2.74558,101.71,city_match_single,destination
KUMASI,Kumasi Airport,Kumasi,GH,KMS,6.71456,-1.59082,city_match_single,destination
KUUSAMO,Kuusamo Airport,Kuusamo,FI,KAO,65.9876,29.2394,city_match_single,destination
KUWAIT,Kuwait International Airport,Kuwait City,KW,KWI,29.22677,47.97995,city_match_single,destination
LA ROCHELLE,La Rochelle-Ile de Re Airport,La Rochelle/Ile de Re,FR,LRH,46.1792,-1.19528,city_match_single,destination
LA ROMANA,Casa De Campo International Airport,La Romana,DO,LRM,18.4507,-68.9118,city_match_single,destination
LAGOS,Murtala Muhammed International Airport,Lagos,NG,LOS,6.57737,3.32116,city_match_single,destination
LAHORE,Alama Iqbal International Airport,Lahore,PK,LHE,31.5216,74.4036,city_match_single,destination
LAMETIA-TERME,Lamezia Terme Airport,Lamezia Terme,IT,SUF,38.9054,16.2423,manual_override,destination
LARNACA,Larnaca International Airport,Larnaca,CY,LCA,34.8751,33.6249,manual_override,destination
LAS PALMAS,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,PMW,-10.2915,-48.357,city_match_single,destination
LAS VEGAS,Harry Reid International Airport,Las Vegas,US,LAS,36.080343,-115.152449,city_multi_noqualifier_guess,destination
LASHAM,Lasham Airfield,Lasham,GB,QLA,51.1875,-1.0328,manual_override,destination
LE TOUQUET,Le Touquet-Cote d'Opale Airport,Le Touquet-Paris-Plage,FR,LTQ,50.5174,1.62059,city_match_single,destination
LEEDS BRADFORD,Leeds Bradford Airport,Leeds,GB,LBA,53.8659,-1.66057,city_multi_noqualifier_guess,destination
LEIPZIG,Leipzig Halle Airport,Leipzig,DE,LEJ,51.4324,12.2416,city_match_single,destination
LEMNOS,Lemnos International Airport,Lemnos,GR,LXS,39.9171,25.2361,manual_override,destination
LEON,Leon Airport,Leon,ES,LEN,42.589,-5.65556,city_match_single,destination
LIBERIA,Daniel Oduber Quiros International Airport,Liberia,CR,LIR,10.5933,-85.5444,city_match_single,destination
LIEGE,Liege Airport,Liege,BE,LGG,50.3811,5.2634,city_match_single,destination
LILLE,Lille-Lesquin Airport,Lille/Lesquin,FR,LIL,50.5619,3.08944,city_match_single,destination
LIMOGES,Limoges Airport,Limoges/Bellegarde,FR,LIG,45.8628,1.17944,city_match_single,destination
LINZ,Linz Airport,Linz,AT,LNZ,48.2332,14.1875,city_match_single,destination
LISBON,Lisbon Portela Airport,Lisbon,PT,LIS,38.7813,-9.13592,city_match_single,destination
LIVERPOOL (JOHN LENNON),Liverpool John Lennon Airport,Liverpool,GB,LPL,53.3336,-2.84972,city_match_single,destination
LJUBLJANA,Ljubljana Joze Pucnik Airport,Ljubljana,SI,LJU,46.2237,14.4576,city_match_single,destination
LODZ LUBLINEK,Lodz Wladyslaw Reymont Airport,Lodz,PL,LCJ,51.7219,19.3981,manual_override,destination
LONDON CITY,London City Airport,London,GB,LCY,51.5053,0.05528,city_multi_noqualifier_guess,destination
LONGYEARBYEN (SVALBARD),Svalbard Airport Longyear,Longyearbyen,NO,LYR,78.2461,15.4656,city_match_single,destination
LOS ANGELES INTERNATIONAL,Los Angeles International Airport,Los Angeles,US,LAX,33.942496,-118.408049,city_multi_noqualifier_guess,destination
LUBECK,Lubeck Blankensee Airport,Lubeck,DE,LBC,53.8054,10.7192,city_match_single,destination
LUBLIN (PORT LOTNICZY),Lublin Airport,Lublin,PL,LUZ,51.24028,22.71361,city_match_single,destination
LULEA,Lulea Airport,Lulea,SE,LLA,65.5438,22.122,city_match_single,destination
LUTON,London Luton Airport,London,GB,LTN,51.8747,-0.3683,manual_override,destination
LUXEMBOURG,Luxembourg-Findel International Airport,Luxembourg,LU,LUX,49.3724,6.1216,city_match_single,destination
LUXOR,Luxor International Airport,Luxor,EG,LXR,25.671,32.7066,city_match_single,destination
LVOV,Lviv Danylo Halytskyi International Airport,Lviv,UA,LWO,49.8125,23.9561,manual_override,destination
LYON,Lyon Saint-Exupery Airport,Lyon,FR,LYS,45.7264,5.09083,city_multi_noqualifier_guess,destination
LYON(BRON),Aix-en-Provence (BA 114) Airport,Lyon,FR,QXB,43.5056,5.36778,city_multi_qualifier(0.18),destination
MAASTRICHT,Maastricht Aachen Airport,Maastricht,NL,MST,50.9117,5.77014,city_match_single,destination
MADRID,Madrid Barajas International Airport,Madrid,ES,MAD,40.4936,-3.56676,city_multi_noqualifier_guess,destination
MAHON,Menorca Airport,Mahon,ES,MAH,39.8626,4.2186,manual_override,destination
MALAGA,Malaga Airport,Malaga,ES,AGP,36.6749,-4.49911,city_match_single,destination
MALE INTERNATIONAL,Velana International Airport,Male,MV,MLE,4.1918,73.529,manual_correction,destination
MALMO,Malmo Sturup Airport,Malmo,SE,MMX,55.53631,13.3762,city_match_single,destination
MALTA,Malta Airport,Malta,US,MLK,48.366944,-107.919333,city_match_single,destination
MANCHESTER,Manchester Airport,Manchester,GB,MAN,53.3537,-2.27495,city_multi_noqualifier_guess,destination
MANILA,Ninoy Aquino International Airport,Manila,PH,MNL,14.5086,121.02,city_multi_noqualifier_guess,destination
MARRAKESH,Marrakesh Menara Airport,Marrakesh,MA,RAK,31.6069,-8.0363,manual_override,destination
MARSA ALAM,Marsa Alam International Airport,Marsa Alam,EG,RMF,25.5571,34.5837,city_match_single,destination
MARSEILLE,Marseille Provence Airport,Marseille,FR,MRS,43.43927,5.22142,city_match_single,destination
MAURITIUS,Sir Seewoosagur Ramgoolam International Airport,Port Louis,MU,MRU,-20.4302,57.6836,manual_override,destination
MEDINA,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,MED,24.5534,39.7051,city_match_single,destination
MELBOURNE,Melbourne Orlando International Airport,Melbourne,US,MLB,28.10275,-80.64525,city_multi_noqualifier_guess,destination
MELBOURNE FLATS,Melbourne Orlando International Airport,Melbourne,US,MLB,28.10275,-80.64525,city_multi_noqualifier_guess,destination
MEMMINGEN ALLGAU,Memmingen Allgau Airport,Memmingen,DE,FMM,47.9888,10.2395,city_match_single,destination
MEMPHIS,Frederick W Smith International Airport,Memphis,US,MEM,35.042411,-89.976679,city_match_single,destination
MEXICO CITY,Licenciado Benito Juarez International Airport,Mexico City,MX,MEX,19.4363,-99.0721,city_match_single,destination
MIAMI INTERNATIONAL,Miami International Airport,Miami,US,MIA,25.795361,-80.290116,city_multi_noqualifier_guess,destination
MIKONOS,Mykonos Island National Airport,Mykonos,GR,JMK,37.4351,25.3481,manual_override,destination
MILAN (LINATE),Linate Airport,Milan,IT,LIN,45.4451,9.27674,city_multi_qualifier(0.90),destination
MILAN (MALPENSA),Malpensa International Airport,Milan,IT,MXP,45.6306,8.72811,city_multi_qualifier(0.72),destination
MINNEAPOLIS-ST PAUL,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,US,MSP,44.881972,-93.221778,city_multi_noqualifier_guess,destination
MONTEGO BAY,Sangster International Airport,Montego Bay,JM,MBJ,18.5037,-77.9134,city_match_single,destination
MONTPELLIER,Montpellier-Mediterranee Airport,Montpellier/Mediterranee,FR,MPL,43.5762,3.96301,city_match_single,destination
MONTREAL (DORVAL),Montreal-Trudeau International Airport,Montreal,CA,YUL,45.4706,-73.7408,manual_override,destination
MOSCOW (DOMODEDOVO),Domodedovo International Airport,Moscow,RU,DME,55.4088,37.9063,city_multi_qualifier(0.78),destination
MOSCOW (SHEREMETYEVO),Sheremetyevo International Airport,Moscow,RU,SVO,55.9726,37.4146,city_multi_qualifier(0.82),destination
MOSTAR,Mostar International Airport,Mostar,BA,OMO,43.2829,17.8459,city_match_single,destination
MUMBAI,Chhatrapati Shivaji International Airport,Mumbai,IN,BOM,19.0887,72.8679,city_match_single,destination
MUNICH,Munich International Airport,Munich,DE,MUC,48.3538,11.7861,city_match_single,destination
MUNSTER-OSNABRUCK,Munster Osnabruck Airport,Munster,DE,FMO,52.1346,7.68483,city_match_single,destination
MURCIA INTERNATIONAL,Region de Murcia International Airport,Murcia,ES,RMU,37.8039,-1.1119,manual_correction,destination
MUSCAT,Muscat International Airport,Muscat,OM,MCT,23.5933,58.2844,city_match_single,destination
MYTILINI,Mytilene International Airport,Mytilene,GR,MJT,39.0567,26.5983,manual_override,destination
NAGOYA,Nagoya Airport,Nagoya,JP,NKM,35.255,136.924,city_match_single,destination
NAIROBI,Jomo Kenyatta International Airport,Nairobi,KE,NBO,-1.31924,36.9278,city_multi_noqualifier_guess,destination
NANTES,Nantes Atlantique Airport,Nantes,FR,NTE,47.1532,-1.61073,city_match_single,destination
NAPLES,Naples Municipal Airport,Naples,US,APF,26.152441,-81.775639,city_match_single,destination
NASHVILLE METROPOLITAN,Nashville International Airport,Nashville,US,BNA,36.124475,-86.678181,city_match_single,destination
NASSAU,Lynden Pindling International Airport,Nassau,BS,NAS,25.039,-77.4662,city_multi_noqualifier_guess,destination
NDJAMENA,N'Djamena International Airport,N'Djamena,TD,NDJ,12.1337,15.0342,manual_override,destination
NEA ANCHIALOS,Nea Anchialos Airport,Nea Anchialos,GR,VOL,39.2196,22.7943,city_match_single,destination
NEOM BAY,Neom Bay Airport,Neom Bay,SA,NUM,27.92383,35.29383,city_match_single,destination
NEVSEHIR KAPADOKYA,Nevsehir Kapadokya Airport,Nevsehir,TR,NAV,38.7719,34.5342,manual_override,destination
NEW ORLEANS,Louis Armstrong New Orleans International Airport,New Orleans,US,MSY,29.993272,-90.259028,city_multi_noqualifier_guess,destination
NEW YORK (JF KENNEDY),John F Kennedy International Airport,New York,US,JFK,40.639928,-73.778692,city_multi_qualifier(0.73),destination
NEW YORK (NEWARK),New York Skyports Inc Seaplane Base,New York,US,NYS,40.733991,-73.972916,city_multi_qualifier(0.24),destination
NEWBURGH/USA,New York Stewart International Airport,Newburgh,US,SWF,41.5041,-74.1048,manual_override,destination
NEWCASTLE,Newcastle Airport,Newcastle,GB,NCL,55.0375,-1.69167,city_multi_noqualifier_guess,destination
NEWQUAY,Newquay Cornwall Airport,Newquay,GB,NQY,50.4406,-4.99541,city_match_single,destination
NICE,Nice-Cote d'Azur Airport,Nice,FR,NCE,43.6584,7.21587,city_match_single,destination
NIEDERRHEIN,Niederrhein Airport,Weeze,DE,NRN,51.6024,6.14217,fuzzy(0.44),destination
NIMES,Nimes-Arles-Camargue Airport,Nimes/Garons,FR,FNI,43.7574,4.41635,city_match_single,destination
NORWICH,Norwich International Airport,Norwich,GB,NWI,52.6758,1.28278,city_multi_noqualifier_guess,destination
NUREMBERG,Nuremberg Airport,Nuremberg,DE,NUE,49.4987,11.0669,city_match_single,destination
NURSULTAN NAZERBAYEV INTERNATIONAL,Nursultan Nazarbayev International Airport,Astana,KZ,NQZ,51.0222,71.4669,fuzzy(0.52),destination
OHRID,Ohrid St. Paul the Apostle Airport,Ohrid,MK,OHD,41.18,20.7423,city_match_single,destination
OLBIA,Olbia / Costa Smeralda Airport,Olbia,IT,OLB,40.8987,9.51763,city_match_single,destination
OPORTO (PORTUGAL),Francisco Sa Carneiro Airport,Porto,PT,OPO,41.2481,-8.6814,manual_override,destination
ORADEA,Oradea International Airport,Oradea,RO,OMR,47.0253,21.9025,city_match_single,destination
OREBRO,Orebro Airport,Orebro,SE,ORB,59.2237,15.038,city_match_single,destination
ORLANDO,Orlando International Airport,Orlando,US,MCO,28.429389,-81.309,city_multi_noqualifier_guess,destination
OSIJEK,Osijek Airport,Osijek,HR,OSI,45.4627,18.8102,city_match_single,destination
OSLO (GARDERMOEN),Oslo Gardermoen Airport,Oslo,NO,OSL,60.1939,11.1004,city_match_single,destination
OSTEND,Ostend-Bruges International Airport,Ostend,BE,OST,51.1156,2.5144,city_match_single,destination
OSTRAVA,Ostrava Leos Janacek Airport,Ostrava,CZ,OSR,49.6963,18.1111,city_match_single,destination
OTTAWA INTERNATIONAL,Ottawa / Macdonald-Cartier International Airport,Ottawa,CA,YOW,45.3225,-75.6692,city_multi_noqualifier_guess,destination
OUARZAZATE,Ouarzazate Airport,Ouarzazate,MA,OZZ,30.9391,-6.90943,city_match_single,destination
PADERBORN,Paderborn Lippstadt Airport,Paderborn,DE,PAD,51.6141,8.61632,city_match_single,destination
PAJALA YLLAS,Pajala Airport,,SE,PJA,67.2456,23.0689,fuzzy(0.45),destination
PALANGA,Palanga International Airport,Palanga,LT,PLQ,55.9732,21.0939,city_match_single,destination
PALERMO,Palermo / Punta Raisi Airport,Palermo,IT,PMO,38.176,13.091,city_match_single,destination
PALMA DE MALLORCA,Palma De Mallorca Airport,Palma De Mallorca,ES,PMI,39.5517,2.73881,city_match_single,destination
PAPHOS,Paphos International Airport,Paphos,CY,PFO,34.718,32.4857,city_match_single,destination
PARIS (CHARLES DE GAULLE),Charles de Gaulle International Airport,Paris,FR,CDG,49.0128,2.55,city_multi_qualifier(0.91),destination
PARIS (LE BOURGET),Paris-Le Bourget Airport,Paris,FR,LBG,48.9694,2.44139,city_multi_qualifier(0.89),destination
PARIS (ORLY),Paris-Orly Airport,Paris,FR,ORY,48.7253,2.35944,city_multi_qualifier(0.66),destination
PAU,Pau Pyrenees Airport,Pau/Pyrenees (Uzein),FR,PUF,43.38,-0.41861,city_multi_noqualifier_guess,destination
PERPIGNAN,Perpignan-Rivesaltes (Llabanere) Airport,Perpignan/Rivesaltes,FR,PGF,42.7404,2.87067,city_match_single,destination
PERTH (AUSTRALIA),Perth International Airport,Perth,AU,PER,-31.9403,115.967,city_multi_qualifier(0.28),destination
PERUGIA,Perugia / San Egidio Airport,Perugia,IT,PEG,43.0959,12.5132,city_match_single,destination
PESCARA,Pescara International Airport,Pescara,IT,PSR,42.4317,14.1811,city_match_single,destination
PHILADELPHIA INTERNATIONAL,Philadelphia International Airport,Philadelphia,US,PHL,39.872084,-75.240663,city_multi_noqualifier_guess,destination
PHOENIX,Phoenix Sky Harbor International Airport,Phoenix,US,PHX,33.434278,-112.011583,city_multi_noqualifier_guess,destination
PHUKET,Phuket International Airport,Phuket,TH,HKT,8.1132,98.3169,city_match_single,destination
PISA,Pisa / San Giusto - Galileo Galilei International Airport,Pisa,IT,PSA,43.6839,10.3927,city_match_single,destination
PITTSBURGH,Pittsburgh International Airport,Pittsburgh,US,PIT,40.491417,-80.232694,city_multi_noqualifier_guess,destination
PLOVDIV,Plovdiv International Airport,Plovdiv,BG,PDV,42.0678,24.8508,city_match_single,destination
PODGORICA,Podgorica Airport,Podgorica,ME,TGD,42.3594,19.2519,city_match_single,destination
POITIERS,Poitiers-Biard Airport,Poitiers/Biard,FR,PIS,46.5877,0.30667,city_match_single,destination
PORT OF SPAIN,Piarco International Airport,Port of Spain,TT,POS,10.5954,-61.3372,city_match_single,destination
PORT SUDAN,Port Sudan New International Airport,Port Sudan,SD,PZU,19.4336,37.2341,city_match_single,destination
PORTLAND (OREGON),Portland International Airport,Portland,US,PDX,45.588709,-122.596869,city_multi_qualifier(0.28),destination
PORTO SANTO,Porto Santo Airport,Porto Santo,PT,PXO,33.0734,-16.35,city_match_single,destination
POZNAN,Poznan-Lawica Airport,Poznan,PL,POZ,52.421,16.8263,manual_override,destination
PRAGUE,Václav Havel Airport,Prague,CZ,PRG,50.1008,14.26,city_match_single,destination
PRAIA,Praia International Airport,Praia,CV,RAI,14.9245,-23.4935,city_match_single,destination
PRESTWICK,Glasgow Prestwick Airport,Prestwick,GB,PIK,55.5094,-4.5867,manual_override,destination
PREVEZA,Aktion National Airport,Preveza/Lefkada,GR,PVK,38.9255,20.7653,city_match_single,destination
PRISTINA,Pristina International Airport,Pristina,XK,PRN,42.5728,21.0356,manual_override,destination
PROVIDENCIALES,Providenciales Airport,Providenciales Island,TC,PLS,21.7736,-72.2659,city_match_single,destination
PUERTO VALLARTA,Licenciado Gustavo Diaz Ordaz International Airport,Puerto Vallarta,MX,PVR,20.6801,-105.254,city_match_single,destination
PULA,Pula Airport,Pula,HR,PUY,44.8935,13.9222,city_match_single,destination
PUNTA CANA,Punta Cana International Airport,Punta Cana,DO,PUJ,18.5674,-68.3634,city_match_single,destination
QINGDAO,Qingdao/Jiaodong Airport,Qingdao,CN,TAO,36.365,120.09833,city_match_single,destination
QUEBEC,Québec City Jean Lesage International Airport,Quebec City,CA,YQB,46.7911,-71.3933,city_match_single,destination
QUIMPER,Quimper-Cornouaille Airport,Quimper/Pluguffan,FR,UIP,47.975,-4.16779,city_match_single,destination
RABAT,Rabat-Sale Airport,Rabat,MA,RBA,34.0515,-6.75152,city_match_single,destination
RADOM SADKOW,Radom-Sadkow Airport,,PL,RDO,51.38883,21.21167,fuzzy(0.70),destination
RALEIGH,Raleigh-Durham International Airport,Raleigh/Durham,US,RDU,35.877639,-78.787472,city_match_single,destination
RAMON,Mitzpe Ramon Airfield,Mitzpe Ramon,IL,MIP,30.6506,34.8069,city_multi_noqualifier_guess,destination
REGGIO,Reggio Calabria Airport,Reggio Calabria,IT,REG,38.0712,15.6516,city_match_single,destination
RENNES,Rennes-Saint-Jacques Airport,Rennes/Saint-Jacques,FR,RNS,48.0695,-1.73479,city_match_single,destination
REUS,Reus Air Base,Reus,ES,REU,41.1474,1.16717,city_match_single,destination
RHODES,Rhodes International Airport (Diagoras),Rhodes,GR,RHO,36.4054,28.0862,manual_override,destination
RIGA,Riga International Airport,Riga,LV,RIX,56.9236,23.9711,city_match_single,destination
RIJEKA,Rijeka Airport,Rijeka,HR,RJK,45.2169,14.5703,city_match_single,destination
RIMINI,Rimini / Miramare - Federico Fellini International Airport,Rimini,IT,RMI,44.0203,12.6117,city_match_single,destination
RIO DE JANEIRO (GALEAO),Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,GIG,-22.81,-43.25056,city_multi_qualifier(0.52),destination
RIYADH,King Khaled International Airport,Riyadh,SA,RUH,24.9576,46.6988,city_multi_noqualifier_guess,destination
RODEZ,Rodez-Marcillac Airport,Rodez/Marcillac,FR,RDZ,44.4079,2.48267,city_match_single,destination
ROME (CIAMPINO),Rome State Airport,Rome,US,REO,42.57766,-117.88543,city_multi_qualifier(0.23),destination
ROME (FIUMICINO),Leonardo Da Vinci (Fiumicino) International Airport,Rome,IT,FCO,41.8045,12.2508,city_multi_qualifier(0.61),destination
ROTTERDAM,Rotterdam Airport,Rotterdam,NL,RTM,51.9569,4.43722,city_match_single,destination
ROVANIEMI,Rovaniemi Airport,Rovaniemi,FI,RVN,66.5648,25.8304,city_match_single,destination
RZESZOW,Rzeszow-Jasionka Airport,Rzeszow,PL,RZE,50.11,22.019,city_match_single,destination
SAINT HELENA,Saint Helena Airport,Saint Helena,SH,HLE,-15.962108,-5.645901,city_match_single,destination
SALAMANCA,Salamanca Airport,Salamanca,ES,SLM,40.9521,-5.50199,city_match_single,destination
SALERNO COSTA AMALFI,Salerno / Pontecagnano Airport,Salerno,IT,QSR,40.6204,14.9113,city_multi_noqualifier_guess,destination
SALONIKA,Thessaloniki Makedonia Airport,Thessaloniki,GR,SKG,40.5197,22.9709,manual_override,destination
SALT LAKE CITY,Salt Lake City International Airport,Salt Lake City,US,SLC,40.788393,-111.977773,city_match_single,destination
SALZBURG,Salzburg Airport,Salzburg,AT,SZG,47.7933,13.0043,city_match_single,destination
SAMOS,Samos Airport,Samos Island,GR,SMI,37.69,26.9117,city_match_single,destination
SAN DIEGO,San Diego International Airport,San Diego,US,SAN,32.733563,-117.189663,city_multi_noqualifier_guess,destination
SAN FRANCISCO,San Francisco International Airport,San Francisco,US,SFO,37.618806,-122.375417,city_match_single,destination
SAN JOSE,Norman Y Mineta San Jose International Airport,San Jose,US,SJC,37.362995,-121.928621,city_multi_noqualifier_guess,destination
SAN JOSE COST RICA,Norman Y Mineta San Jose International Airport,San Jose,US,SJC,37.362995,-121.928621,city_multi_noqualifier_guess,destination
SAN SEBASTIAN,San Sebastian Airport,Hondarribia,ES,EAS,43.3565,-1.79061,fuzzy(0.53),destination
SANDEFJORD(TORP),Sandefjord Airport Torp,Torp,NO,TRF,59.1867,10.2586,fuzzy(0.68),destination
SANTA CRUZ DE LA PALMA,La Palma Airport,Santa Cruz de la Palma,ES,SPC,28.6265,-17.7556,manual_correction,destination
SANTANDER,Santander Airport,Santander,ES,SDR,43.4271,-3.82001,city_match_single,destination
SANTIAGO DE CHILE,Arturo Merino Benitez International Airport,Santiago,CL,SCL,-33.3898,-70.7946,manual_correction,destination
SANTIAGO DE COMPOSTELA (SPAIN),Santiago de Compostela Airport,Santiago de Compostela,ES,SCQ,42.8963,-8.41514,city_match_single,destination
SANYA PHOENIX INTERNATIONAL,Sanya Phoenix International Airport,Sanya,CN,SYX,18.3029,109.412,city_multi_noqualifier_guess,destination
SAO PAULO (GUARULHOS),Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,GRU,-23.43556,-46.47306,city_multi_qualifier(0.55),destination
SARAJEVO,Sarajevo International Airport,Sarajevo,BA,SJJ,43.8246,18.3315,city_match_single,destination
SATU MARE,Satu Mare Airport,Satu Mare,RO,SUJ,47.7033,22.8857,city_match_single,destination
SCANDINAVIAN MOUNTAINS AIRPORT,Sälen/Scandinavian Mountains Airport,Rörbäcksnäs,SE,SCR,61.164667,12.833833,fuzzy(0.53),destination
SEATTLE (TACOMA),Seattle-Tacoma International Airport,Seattle,US,SEA,47.449889,-122.311778,city_multi_qualifier(0.59),destination
SEOUL (INCHEON),Incheon International Airport,Seoul,KR,ICN,37.4691,126.451,city_multi_qualifier(0.69),destination
SEVILLE,Seville Airport,Seville,ES,SVQ,37.418,-5.8931,manual_override,destination
SHANGHAI (PU DONG),Shanghai Pudong International Airport,Shanghai,CN,PVG,31.1434,121.805,city_multi_qualifier(0.57),destination
SHANNON,Shannon Airport,Shannon,IE,SNN,52.702,-8.92482,city_match_single,destination
SHARJAH,Sharjah International Airport,Sharjah,AE,SHJ,25.3286,55.5172,city_match_single,destination
SHARM EL SHEIKH (OPHIRA),Sharm El Sheikh International Airport,Sharm el-Sheikh,EG,SSH,27.9773,34.395,city_match_single,destination
SHENZHEN (HUANGTIAN),Shenzhen Bao'an International Airport,Shenzhen,CN,SZX,22.6393,113.811,city_match_single,destination
SIBIU,Sibiu International Airport,Sibiu,RO,SBZ,45.7856,24.0913,city_match_single,destination
SINGAPORE,Singapore Changi International Airport,Singapore,SG,SIN,1.35019,103.994,city_match_single,destination
SION,Sion Airport,Sion,CH,SIR,46.2196,7.32676,city_match_single,destination
SKIATHOS,Skiathos Island National Airport,Skiathos,GR,JSI,39.1771,23.5037,city_match_single,destination
SKOPJE,Skopje International Airport,Skopje,MK,SKP,41.9616,21.6214,city_match_single,destination
SOFIA,Sofia Airport,Sofia,BG,SOF,42.69669,23.41144,city_match_single,destination
SONDRE STROMFJORD,Kangerlussuaq Airport,Kangerlussuaq,GL,SFJ,67.0122,-50.7116,manual_override,destination
SOUTHAMPTON,Southampton Airport,Southampton,GB,SOU,50.9503,-1.3568,city_match_single,destination
SOUTHEND,Southend Airport,Southend,GB,SEN,51.5714,0.69556,city_match_single,destination
SPHINX INTERNATIONAL,Sphinx International Airport,Giza,EG,SPX,30.11472,30.89333,fuzzy(0.60),destination
SPLIT,Split Airport,Split,HR,SPU,43.5389,16.298,city_match_single,destination
