run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
23/06/2023 11:04,202304,ABERDEEN,CANADA,TORONTO,SUNWING AIRLINES INC,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,15
23/06/2023 11:04,202304,ABERDEEN,POLAND,GDANSK,WIZZ AIR,A,S,10,0,0,30.000000,30.000000,10.000000,10.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,8,62.500000,25
23/06/2023 11:04,202304,ABERDEEN,POLAND,GDANSK,WIZZ AIR,D,S,10,0,0,0.000000,40.000000,20.000000,10.000000,10.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26,8,50.000000,31
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,30
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,A,S,25,0,0,8.000000,44.000000,20.000000,8.000000,4.000000,12.000000,4.000000,0.000000,0.000000,0.000000,0.000000,22,29,62.068966,51
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,D,S,25,0,0,0.000000,32.000000,36.000000,12.000000,4.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,23,29,58.620690,57
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,A,S,65,0,3,7.352941,36.764706,30.882353,11.764706,4.411765,1.470588,2.941176,0.000000,0.000000,0.000000,4.411765,14,65,39.705882,41
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,D,S,66,0,2,0.000000,54.411765,35.294118,2.941176,0.000000,2.941176,1.470588,0.000000,0.000000,0.000000,2.941176,6,65,61.764706,26
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,A,S,24,0,1,12.000000,48.000000,20.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,7,25,72.000000,27
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,D,S,24,0,1,4.000000,44.000000,32.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,6,24,72.000000,23
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,EXETER,LOGANAIR LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,12,76.923077,13
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,EXETER,LOGANAIR LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,13,84.615385,14
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,A,S,28,0,4,3.125000,25.000000,34.375000,12.500000,3.125000,3.125000,0.000000,6.250000,0.000000,0.000000,12.500000,27,36,86.486486,5
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,D,S,31,0,1,0.000000,37.500000,34.375000,15.625000,3.125000,6.250000,0.000000,0.000000,0.000000,0.000000,3.125000,11,34,85.714286,4
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,KIRKWALL,EASTERN AIRWAYS,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0,0.000000,
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,A,S,72,0,3,30.666667,40.000000,16.000000,4.000000,0.000000,2.666667,1.333333,1.333333,0.000000,0.000000,4.000000,10,75,77.215190,25
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,D,S,70,0,5,0.000000,52.000000,36.000000,2.666667,1.333333,0.000000,1.333333,0.000000,0.000000,0.000000,6.666667,4,72,72.368421,23
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET UK LTD,A,S,60,0,2,8.064516,40.322581,25.806452,12.903226,3.225806,4.838710,0.000000,1.612903,0.000000,0.000000,3.225806,14,60,80.000000,10
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET UK LTD,D,S,60,0,0,0.000000,61.666667,26.666667,3.333333,0.000000,5.000000,1.666667,1.666667,0.000000,0.000000,0.000000,12,60,83.333333,14
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,A,S,140,0,2,4.225352,27.464789,33.098592,19.718310,9.859155,2.816901,1.408451,0.000000,0.000000,0.000000,1.408451,15,137,62.411348,21
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,D,S,140,0,2,0.704225,50.704225,25.352113,11.267606,7.042254,2.112676,1.408451,0.000000,0.000000,0.000000,1.408451,11,133,58.394161,23
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET UK LTD,A,S,26,0,0,7.692308,34.615385,15.384615,19.230769,11.538462,7.692308,0.000000,0.000000,3.846154,0.000000,0.000000,32,29,68.965517,18
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET UK LTD,D,S,26,0,0,0.000000,19.230769,30.769231,19.230769,19.230769,7.692308,0.000000,0.000000,3.846154,0.000000,0.000000,36,29,65.517241,20
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,MANCHESTER,EASYJET UK LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,15,80.000000,14
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,MANCHESTER,EASYJET UK LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,15,80.000000,18
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,MANCHESTER,LOGANAIR LTD,A,S,80,0,0,12.500000,40.000000,22.500000,8.750000,8.750000,6.250000,0.000000,1.250000,0.000000,0.000000,0.000000,15,36,60.526316,28
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,MANCHESTER,LOGANAIR LTD,D,S,80,0,0,0.000000,31.250000,45.000000,7.500000,8.750000,5.000000,1.250000,1.250000,0.000000,0.000000,0.000000,16,40,53.658537,32
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWCASTLE,EASTERN AIRWAYS,A,S,21,0,2,0.000000,39.130435,26.086957,8.695652,8.695652,0.000000,4.347826,4.347826,0.000000,0.000000,8.695652,26,21,71.428571,18
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWCASTLE,EASTERN AIRWAYS,D,S,18,0,5,0.000000,30.434783,39.130435,0.000000,4.347826,4.347826,0.000000,0.000000,0.000000,0.000000,21.739130,8,19,75.000000,7
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,A,S,40,0,3,11.627907,48.837209,20.930233,4.651163,4.651163,2.325581,0.000000,0.000000,0.000000,0.000000,6.976744,7,0,0.000000,
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,D,S,38,0,2,7.500000,42.500000,22.500000,12.500000,5.000000,2.500000,2.500000,0.000000,0.000000,0.000000,5.000000,14,0,0.000000,
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,A,S,11,0,0,9.090909,36.363636,45.454545,9.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,28,57.142857,43
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,D,S,11,0,0,0.000000,18.181818,54.545455,9.090909,18.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,28,71.428571,29
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,A,S,43,0,0,25.581395,46.511628,13.953488,2.325581,9.302326,2.325581,0.000000,0.000000,0.000000,0.000000,0.000000,7,30,64.516129,25
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,D,S,43,0,0,0.000000,53.488372,30.232558,4.651163,9.302326,2.325581,0.000000,0.000000,0.000000,0.000000,0.000000,9,30,66.666667,24
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,20.000000,0
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,0
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,A,S,89,0,0,7.865169,33.707865,28.089888,13.483146,8.988764,5.617978,2.247191,0.000000,0.000000,0.000000,0.000000,17,78,57.500000,30
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,D,S,87,0,1,0.000000,17.045455,47.727273,17.045455,7.954545,6.818182,2.272727,0.000000,0.000000,0.000000,1.136364,18,78,53.750000,33
23/06/2023 11:04,202304,ABERDEEN,UNITED KINGDOM,SOUTHAMPTON,LOGANAIR LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,24,83.333333,10
