index,run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
1996,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CAPE VERDE ISLANDS","BOA VISTA (RABIL)","TUI AIRWAYS LTD",Arrival,Scheduled,15,0,0,20,40,20,13.333333,0,0,6.666667,0,0,0,0,13,14,100,2
1997,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CAPE VERDE ISLANDS","BOA VISTA (RABIL)","TUI AIRWAYS LTD",Departure,Scheduled,15,0,0,0,20,60,13.333333,0,6.666667,0,0,0,0,0,11,14,85.714286,7
1998,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CAPE VERDE ISLANDS","ILHA DO SAL C.VERDE","TUI AIRWAYS LTD",Arrival,Scheduled,14,0,0,0,0,21.428571,28.571429,35.714286,14.285714,0,0,0,0,0,36,14,71.428571,7
1999,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CAPE VERDE ISLANDS","ILHA DO SAL C.VERDE","TUI AIRWAYS LTD",Departure,Scheduled,14,0,0,0,0,50,42.857143,7.142857,0,0,0,0,0,0,16,14,78.571429,9
2000,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,CALGARY,"WEST JET AIRLINES",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,44.444444,69
2001,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,CALGARY,"WEST JET AIRLINES",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,33.333333,73
2002,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,"MONTREAL (DORVAL)","AIR TRANSAT",Arrival,Scheduled,13,0,0,23.076923,23.076923,23.076923,23.076923,7.692308,0,0,0,0,0,0,9,0,0,NULL
2003,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,"MONTREAL (DORVAL)","AIR TRANSAT",Departure,Scheduled,13,0,0,0,30.769231,53.846154,15.384615,0,0,0,0,0,0,0,6,0,0,NULL
2004,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,TORONTO,"AIR TRANSAT",Arrival,Scheduled,31,0,0,3.225806,16.129032,32.258065,29.032258,6.451613,9.677419,0,3.225806,0,0,0,26,11,54.545455,13
2005,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,TORONTO,"AIR TRANSAT",Departure,Scheduled,31,0,0,0,38.709677,45.16129,0,9.677419,3.225806,0,3.225806,0,0,0,16,11,81.818182,9
2006,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,TORONTO,"WEST JET AIRLINES",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,66.666667,17
2007,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CANADA,TORONTO,"WEST JET AIRLINES",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,50,31
2008,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ANTIGUA AND BARBUDA",ANTIGUA,"BRITISH AIRWAYS PLC",Arrival,Scheduled,6,0,0,0,33.333333,16.666667,16.666667,33.333333,0,0,0,0,0,0,24,4,50,47
2009,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ANTIGUA AND BARBUDA",ANTIGUA,"BRITISH AIRWAYS PLC",Departure,Scheduled,9,0,0,0,44.444444,22.222222,0,33.333333,0,0,0,0,0,0,15,4,50,64
2010,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"BRITISH AIRWAYS PLC",Arrival,Charter,2,0,0,0,0,50,0,50,0,0,0,0,0,0,28,0,0,NULL
2011,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"BRITISH AIRWAYS PLC",Arrival,Scheduled,20,0,0,5,5,45,25,20,0,0,0,0,0,0,16,23,39.130435,24
2012,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"BRITISH AIRWAYS PLC",Departure,Charter,2,0,0,0,0,100,0,0,0,0,0,0,0,0,3,0,0,NULL
2013,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"BRITISH AIRWAYS PLC",Departure,Scheduled,20,0,0,0,40,20,20,20,0,0,0,0,0,0,13,22,86.363636,10
2014,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"TUI AIRWAYS LTD",Arrival,Charter,27,0,1,0,0,14.285714,21.428571,25,28.571429,7.142857,0,0,0,3.571429,54,13,21.428571,62
2015,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BARBADOS,BRIDGETOWN,"TUI AIRWAYS LTD",Departure,Charter,23,0,0,0,0,43.478261,43.478261,13.043478,0,0,0,0,0,0,17,13,53.846154,33
2016,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,GRENADA,GRENADA,"BRITISH AIRWAYS PLC",Arrival,Scheduled,14,0,0,0,28.571429,7.142857,14.285714,42.857143,7.142857,0,0,0,0,0,28,9,55.555556,41
2017,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,GRENADA,GRENADA,"BRITISH AIRWAYS PLC",Departure,Scheduled,13,0,0,0,7.692308,30.769231,15.384615,30.769231,7.692308,7.692308,0,0,0,0,36,9,100,2
2018,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,KINGSTON,"BRITISH AIRWAYS PLC",Arrival,Scheduled,13,0,0,0,7.692308,15.384615,15.384615,23.076923,15.384615,15.384615,0,7.692308,0,0,154,13,30.769231,40
2019,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,KINGSTON,"BRITISH AIRWAYS PLC",Departure,Scheduled,13,0,0,0,0,23.076923,38.461538,7.692308,15.384615,7.692308,0,7.692308,0,0,117,13,61.538462,35
2020,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,"MONTEGO BAY","BRITISH AIRWAYS PLC",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,66.666667,17
2021,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,"MONTEGO BAY","BRITISH AIRWAYS PLC",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,88.888889,11
2022,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,"MONTEGO BAY","TUI AIRWAYS LTD",Arrival,Charter,14,0,0,0,0,21.428571,28.571429,21.428571,21.428571,7.142857,0,0,0,0,48,13,23.076923,36
2023,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,"MONTEGO BAY","TUI AIRWAYS LTD",Arrival,Scheduled,1,0,0,0,0,100,0,0,0,0,0,0,0,0,3,0,0,NULL
2024,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,JAMAICA,"MONTEGO BAY","TUI AIRWAYS LTD",Departure,Charter,15,0,0,0,0,26.666667,46.666667,20,0,6.666667,0,0,0,0,29,13,38.461538,26
2025,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"SAINT KITTS AND NEVIS","ST KITTS","BRITISH AIRWAYS PLC",Arrival,Scheduled,9,0,0,22.222222,11.111111,33.333333,22.222222,0,0,0,0,11.111111,0,0,47,9,77.777778,8
2026,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"SAINT KITTS AND NEVIS","ST KITTS","BRITISH AIRWAYS PLC",Departure,Scheduled,8,0,0,0,25,50,0,25,0,0,0,0,0,0,11,9,66.666667,11
2027,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ST LUCIA","ST LUCIA (HEWANORRA)","BRITISH AIRWAYS PLC",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,8,75,17
2028,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ST LUCIA","ST LUCIA (HEWANORRA)","BRITISH AIRWAYS PLC",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,7,85.714286,16
2029,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ST LUCIA","ST LUCIA (HEWANORRA)","TUI AIRWAYS LTD",Arrival,Charter,4,0,0,0,0,25,25,25,0,25,0,0,0,0,51,4,75,13
2030,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"ST LUCIA","ST LUCIA (HEWANORRA)","TUI AIRWAYS LTD",Departure,Charter,5,0,0,0,20,20,40,20,0,0,0,0,0,0,20,4,75,25
2031,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TRINIDAD AND TOBAGO","PORT OF SPAIN","BRITISH AIRWAYS PLC",Arrival,Scheduled,22,0,0,13.636364,40.909091,36.363636,0,4.545455,4.545455,0,0,0,0,0,8,15,86.666667,10
2032,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TRINIDAD AND TOBAGO","PORT OF SPAIN","BRITISH AIRWAYS PLC",Departure,Scheduled,21,0,0,0,0,57.142857,14.285714,14.285714,9.52381,4.761905,0,0,0,0,29,15,53.333333,19
2033,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TRINIDAD AND TOBAGO",TOBAGO,"BRITISH AIRWAYS PLC",Arrival,Scheduled,9,0,0,44.444444,0,22.222222,11.111111,11.111111,11.111111,0,0,0,0,0,17,6,83.333333,8
2034,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TRINIDAD AND TOBAGO",TOBAGO,"BRITISH AIRWAYS PLC",Departure,Scheduled,9,0,0,0,11.111111,55.555556,0,11.111111,22.222222,0,0,0,0,0,28,7,85.714286,6
2035,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TURKS AND CAICOS ISLANDS",PROVIDENCIALES,"BRITISH AIRWAYS PLC",Arrival,Scheduled,2,0,0,0,50,0,50,0,0,0,0,0,0,0,15,0,0,NULL
2036,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"TURKS AND CAICOS ISLANDS",PROVIDENCIALES,"BRITISH AIRWAYS PLC",Departure,Scheduled,2,0,0,0,0,50,0,50,0,0,0,0,0,0,21,0,0,NULL
2037,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CHAD,NDJAMENA,"FAI FLIGHT- AMBULANCE SERVICE",Departure,Charter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,100,0
2038,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"COSTA RICA",LIBERIA,"TUI AIRWAYS LTD",Arrival,Charter,4,0,0,0,0,0,25,25,50,0,0,0,0,0,64,4,50,302
2039,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"COSTA RICA",LIBERIA,"TUI AIRWAYS LTD",Departure,Charter,4,0,0,0,0,25,25,0,25,25,0,0,0,0,66,4,75,16
2040,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"COSTA RICA","SAN JOSE COST RICA","BRITISH AIRWAYS PLC",Arrival,Scheduled,13,0,0,7.692308,7.692308,23.076923,15.384615,15.384615,15.384615,15.384615,0,0,0,0,49,13,23.076923,69
2041,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"COSTA RICA","SAN JOSE COST RICA","BRITISH AIRWAYS PLC",Departure,Scheduled,13,0,0,0,0,30.769231,23.076923,23.076923,23.076923,0,0,0,0,0,37,13,38.461538,57
2042,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"DOMINICAN REPUBLIC","PUNTA CANA","BRITISH AIRWAYS PLC",Arrival,Scheduled,13,0,0,7.692308,30.769231,23.076923,30.769231,7.692308,0,0,0,0,0,0,12,13,92.307692,5
2043,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"DOMINICAN REPUBLIC","PUNTA CANA","BRITISH AIRWAYS PLC",Departure,Scheduled,13,0,0,0,23.076923,53.846154,0,23.076923,0,0,0,0,0,0,14,13,76.923077,10
2044,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"DOMINICAN REPUBLIC","PUNTA CANA","TUI AIRWAYS LTD",Arrival,Charter,14,0,0,7.142857,7.142857,7.142857,28.571429,21.428571,7.142857,7.142857,7.142857,7.142857,0,0,85,13,53.846154,15
2045,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"DOMINICAN REPUBLIC","PUNTA CANA","TUI AIRWAYS LTD",Departure,Charter,13,0,0,0,0,46.153846,7.692308,15.384615,23.076923,0,7.692308,0,0,0,58,13,76.923077,15
2046,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,CANCUN,"BRITISH AIRWAYS PLC",Arrival,Scheduled,31,0,0,9.677419,16.129032,29.032258,12.903226,12.903226,12.903226,3.225806,0,3.225806,0,0,40,31,32.258065,41
2047,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,CANCUN,"BRITISH AIRWAYS PLC",Departure,Scheduled,31,0,0,0,6.451613,48.387097,12.903226,12.903226,12.903226,3.225806,0,3.225806,0,0,45,31,58.064516,33
2048,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,CANCUN,"TUI AIRWAYS LTD",Arrival,Scheduled,17,0,0,0,0,23.529412,5.882353,41.176471,29.411765,0,0,0,0,0,45,16,18.75,36
2049,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,CANCUN,"TUI AIRWAYS LTD",Departure,Scheduled,17,0,0,0,0,11.764706,47.058824,29.411765,11.764706,0,0,0,0,0,32,16,50,20
2050,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,"PUERTO VALLARTA","TUI AIRWAYS LTD",Arrival,Charter,2,0,0,0,50,0,50,0,0,0,0,0,0,0,8,4,75,14
2051,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MEXICO,"PUERTO VALLARTA","TUI AIRWAYS LTD",Departure,Charter,1,0,0,0,0,0,100,0,0,0,0,0,0,0,19,4,0,22
2052,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ALBANIA,TIRANA,"EASYJET UK LTD",Arrival,Scheduled,9,0,0,0,55.555556,33.333333,0,0,0,0,0,11.111111,0,0,60,8,87.5,5
2053,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ALBANIA,TIRANA,"EASYJET UK LTD",Departure,Scheduled,9,0,0,0,33.333333,66.666667,0,0,0,0,0,0,0,0,4,8,87.5,3
2054,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ALBANIA,TIRANA,"TITAN AIRWAYS LTD",Arrival,Charter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,100,0
2055,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"EASYJET UK LTD",Arrival,Scheduled,36,0,0,22.222222,25,36.111111,5.555556,5.555556,2.777778,0,2.777778,0,0,0,14,31,77.419355,9
2056,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"EASYJET UK LTD",Departure,Scheduled,36,0,0,0,61.111111,33.333333,2.777778,0,2.777778,0,0,0,0,0,5,31,96.774194,2
2057,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"JET2.COM LTD",Arrival,Charter,4,0,0,0,50,25,0,0,0,0,25,0,0,0,64,4,50,29
2058,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"JET2.COM LTD",Departure,Charter,4,0,0,0,25,50,0,0,0,0,25,0,0,0,66,5,100,5
2059,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"TUI AIRWAYS LTD",Arrival,Charter,4,0,0,0,50,50,0,0,0,0,0,0,0,0,6,5,60,21
2060,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"TUI AIRWAYS LTD",Departure,Charter,4,0,0,0,25,50,25,0,0,0,0,0,0,0,8,5,60,19
2061,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"WIZZ AIR",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,66.666667,28
2062,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,BULGARIA,SOFIA,"WIZZ AIR",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,83.333333,28
2063,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CZECH REPUBLIC",PRAGUE,"EASYJET UK LTD",Arrival,Scheduled,24,0,0,0,25,37.5,25,12.5,0,0,0,0,0,0,14,14,85.714286,4
2064,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"CZECH REPUBLIC",PRAGUE,"EASYJET UK LTD",Departure,Scheduled,24,0,0,0,41.666667,45.833333,4.166667,8.333333,0,0,0,0,0,0,7,14,92.857143,2
2065,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ESTONIA,TALLIN,"AIR BALTIC",Arrival,Scheduled,11,0,0,27.272727,36.363636,9.090909,18.181818,0,9.090909,0,0,0,0,0,13,13,92.307692,5
2066,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ESTONIA,TALLIN,"AIR BALTIC",Departure,Scheduled,11,0,0,9.090909,27.272727,27.272727,18.181818,9.090909,9.090909,0,0,0,0,0,19,13,92.307692,4
2067,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,HUNGARY,BUDAPEST,"EASYJET UK LTD",Arrival,Scheduled,21,0,0,19.047619,28.571429,28.571429,9.52381,9.52381,0,0,4.761905,0,0,0,25,5,80,7
2068,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,HUNGARY,BUDAPEST,"EASYJET UK LTD",Departure,Scheduled,21,0,0,0,57.142857,33.333333,9.52381,0,0,0,0,0,0,0,3,5,100,0
2069,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,HUNGARY,BUDAPEST,"WIZZ AIR",Arrival,Scheduled,21,0,0,19.047619,33.333333,14.285714,14.285714,14.285714,4.761905,0,0,0,0,0,15,4,50,30
2070,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,HUNGARY,BUDAPEST,"WIZZ AIR",Departure,Scheduled,21,0,0,4.761905,33.333333,23.809524,9.52381,23.809524,4.761905,0,0,0,0,0,18,4,50,32
2071,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,LATVIA,RIGA,"AIR BALTIC",Arrival,Scheduled,41,0,0,17.073171,34.146341,24.390244,12.195122,4.878049,2.439024,2.439024,2.439024,0,0,0,17,34,82.352941,7
2072,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,LATVIA,RIGA,"AIR BALTIC",Departure,Scheduled,41,0,0,2.439024,31.707317,29.268293,12.195122,14.634146,4.878049,4.878049,0,0,0,0,22,34,85.294118,6
2073,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,POLAND,KRAKOW,"EASYJET UK LTD",Arrival,Scheduled,23,0,0,13.043478,34.782609,26.086957,21.73913,4.347826,0,0,0,0,0,0,8,11,100,2
2074,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,POLAND,KRAKOW,"EASYJET UK LTD",Departure,Scheduled,23,0,0,0,39.130435,47.826087,8.695652,4.347826,0,0,0,0,0,0,6,11,100,1
2075,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,POLAND,KRAKOW,"WIZZ AIR",Arrival,Scheduled,22,0,0,22.727273,36.363636,9.090909,9.090909,13.636364,4.545455,4.545455,0,0,0,0,18,0,0,NULL
2076,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,POLAND,KRAKOW,"WIZZ AIR",Departure,Scheduled,22,0,0,0,40.909091,31.818182,4.545455,13.636364,4.545455,4.545455,0,0,0,0,20,0,0,NULL
2077,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,POLAND,"WARSAW (CHOPIN)","TITAN AIRWAYS LTD",Arrival,Charter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,100,12
2078,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ROMANIA,"BUCHAREST (OTOPENI)","CORENDON DUTCH AIRLINES",Arrival,Charter,1,0,0,0,0,100,0,0,0,0,0,0,0,0,13,0,0,NULL
2079,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ROMANIA,"BUCHAREST (OTOPENI)","TITAN AIRWAYS LTD",Arrival,Charter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,100,0
2080,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ROMANIA,"BUCHAREST (OTOPENI)","WIZZ AIR",Arrival,Scheduled,23,0,0,34.782609,26.086957,8.695652,13.043478,8.695652,0,8.695652,0,0,0,0,20,6,66.666667,18
2081,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,ROMANIA,"BUCHAREST (OTOPENI)","WIZZ AIR",Departure,Scheduled,23,0,0,0,34.782609,26.086957,8.695652,17.391304,4.347826,8.695652,0,0,0,0,27,6,66.666667,20
2082,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,UKRAINE,"KIEV (BORISPOL)","UKRAINE INTERNATIONAL AIRLINES",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,27,59.259259,15
2083,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,UKRAINE,"KIEV (BORISPOL)","UKRAINE INTERNATIONAL AIRLINES",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,27,66.666667,13
2084,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CHINA,"SHANGHAI (PU DONG)","CHINA EASTERN AIRLINES",Arrival,Scheduled,0,0,1,0,0,0,0,0,0,0,0,0,0,100,NULL,0,0,NULL
2085,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,CHINA,"SHANGHAI (PU DONG)","CHINA EASTERN AIRLINES",Departure,Scheduled,0,0,1,0,0,0,0,0,0,0,0,0,0,100,NULL,0,0,NULL
2086,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MALAYSIA,"KUALA LUMPUR (SEPANG)","AIR ASIA",Departure,Charter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,25
2087,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,SINGAPORE,SINGAPORE,"SCOOT TIGERAIR PTE.LTD",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,0,61
2088,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,SINGAPORE,SINGAPORE,"SCOOT TIGERAIR PTE.LTD",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,33.333333,55
2089,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,THAILAND,PHUKET,"TUI AIRWAYS LTD",Arrival,Charter,5,0,0,20,0,60,0,0,0,0,20,0,0,0,49,2,0,41
2090,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,THAILAND,PHUKET,"TUI AIRWAYS LTD",Departure,Charter,4,0,0,0,0,50,25,25,0,0,0,0,0,0,19,0,0,NULL
2091,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,VIETNAM,HANOI,"BAMBOO AIRWAYS",Arrival,Scheduled,5,0,0,40,20,20,20,0,0,0,0,0,0,0,6,0,0,NULL
2092,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,VIETNAM,HANOI,"BAMBOO AIRWAYS",Departure,Scheduled,5,0,0,0,20,40,20,20,0,0,0,0,0,0,12,0,0,NULL
2093,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,VIETNAM,"HO CHI MINH CITY","BAMBOO AIRWAYS",Arrival,Scheduled,4,0,0,25,25,0,0,50,0,0,0,0,0,0,22,0,0,NULL
2094,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,VIETNAM,"HO CHI MINH CITY","BAMBOO AIRWAYS",Departure,Scheduled,4,0,0,0,25,50,25,0,0,0,0,0,0,0,9,0,0,NULL
2095,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MAURITIUS,MAURITIUS,"BRITISH AIRWAYS PLC",Arrival,Scheduled,13,0,0,0,30.769231,38.461538,15.384615,0,7.692308,0,0,7.692308,0,0,85,14,78.571429,23
2096,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,MAURITIUS,MAURITIUS,"BRITISH AIRWAYS PLC",Departure,Scheduled,13,0,0,0,23.076923,30.769231,23.076923,7.692308,0,7.692308,7.692308,0,0,0,39,14,71.428571,16
2097,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,INDIA,GOA,"TUI AIRWAYS LTD",Arrival,Charter,5,0,0,0,20,40,0,20,20,0,0,0,0,0,31,0,0,NULL
2098,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,INDIA,GOA,"TUI AIRWAYS LTD",Departure,Charter,4,0,0,0,25,50,25,0,0,0,0,0,0,0,10,0,0,NULL
2099,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,IRAQ,"BAGHDAD (GECA)","IRAQI AIRWAYS",Departure,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,80,51
2100,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,IRAQ,"SULAYMANIYAH INT","IRAQI AIRWAYS",Arrival,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,60,65
2101,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,QATAR,"DOHA HAMAD","BRITISH AIRWAYS PLC",Arrival,Scheduled,31,0,0,22.580645,32.258065,16.129032,16.129032,6.451613,3.225806,0,3.225806,0,0,0,16,31,41.935484,25
2102,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,QATAR,"DOHA HAMAD","BRITISH AIRWAYS PLC",Departure,Scheduled,31,0,0,0,45.16129,38.709677,6.451613,6.451613,0,0,3.225806,0,0,0,12,31,87.096774,8
2103,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,QATAR,"DOHA HAMAD","QATAR AIRWAYS",Arrival,Scheduled,31,0,0,6.451613,41.935484,22.580645,25.806452,3.225806,0,0,0,0,0,0,9,0,0,NULL
2104,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,QATAR,"DOHA HAMAD","QATAR AIRWAYS",Departure,Scheduled,31,0,0,0,38.709677,48.387097,12.903226,0,0,0,0,0,0,0,5,0,0,NULL
2105,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"UNITED ARAB EMIRATES",DUBAI,EMIRATES,Arrival,Scheduled,93,0,0,6.451613,20.430108,35.483871,19.354839,13.978495,3.225806,0,1.075269,0,0,0,16,31,87.096774,5
2106,"17/08/2023 17:26","2023-01-01 00:00:00",GATWICK,"UNITED ARAB EMIRATES",DUBAI,EMIRATES,Departure,Scheduled,93,0,0,0,37.634409,27.956989,19.354839,11.827957,2.150538,1.075269,0,0,0,0,15,31,93.548387,3
